prox_park_pct,Residential units within 1/4 mile of a park,BX 05 - Fordham/University Heights,0.9934451513398882
prox_park_pct,Residential units within 1/4 mile of a park,BX 06 - Belmont/East Tremont,0.9968857353838251
prox_park_pct,Residential units within 1/4 mile of a park,BX 07 - Kingsbridge Heights/Bedford,0.8983693291743988
prox_park_pct,Residential units within 1/4 mile of a park,BX 08 - Riverdale/Fieldston,0.9433611260534337
prox_park_pct,Residential units within 1/4 mile of a park,BX 09 - Parkchester/Soundview,0.8925593833569294
prox_park_pct,Residential units within 1/4 mile of a park,BX 10 - Throgs Neck/Co-op City,0.7506244879199057
prox_park_pct,Residential units within 1/4 mile of a park,BX 11 - Morris Park/Bronxdale,0.7439792570022267
prox_park_pct,Residential units within 1/4 mile of a park,BX 12 - Williamsbridge/Baychester,0.45816041099146204
prox_park_pct,Residential units within 1/4 mile of a park,BK 01 - Greenpoint/Williamsburg,0.8904099622897745
prox_park_pct,Residential units within 1/4 mile of a park,BK 02 - Fort Greene/Brooklyn Heights,0.9736579275905118
prox_park_pct,Residential units within 1/4 mile of a park,BK 03 - Bedford Stuyvesant,0.9419384379061798
prox_park_pct,Residential units within 1/4 mile of a park,BK 04 - Bushwick,0.7652561024409764
prox_park_pct,Residential units within 1/4 mile of a park,BK 05 - East New York/Starrett City,0.8535756965846909
