prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 03 - Bedford Stuyvesant,0.8767133404230179
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 04 - Bushwick,0.9793167266906763
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 05 - East New York/Starrett City,0.7123246745078307
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 06 - Park Slope/Carroll Gardens,0.9103393464438858
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 07 - Sunset Park,0.9439329930893019
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 08 - Crown Heights/Prospect Heights,0.9821199965861569
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 09 - South Crown Heights/Lefferts Gardens,0.9048340307550125
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 10 - Bay Ridge/Dyker Heights,0.7436623946859813
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 11 - Bensonhurst,0.8651400259810882
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 12 - Borough Park,0.9145287784128672
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 13 - Coney Island,0.7290829732253371
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 14 - Flatbush/Midwood,0.9465829270308239
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 15 - Sheepshead Bay,0.5808278867102397
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 16 - Brownsville,0.8941486050591364
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 17 - East Flatbush,0.580608418322644
prox_subway_pct,Residential units within 1/2 mile of a subway station,BK 18 - Flatlands/Canarsie,0.12663628578419378
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 01 - Astoria,0.7293525861048645
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 02 - Woodside/Sunnyside,0.8928014622869738
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 03 - Jackson Heights,0.5953410729190378
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 04 - Elmhurst/Corona,0.7222338343435879
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 05 - Ridgewood/Maspeth,0.39661674062182917
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 06 - Rego Park/Forest Hills,0.8008345023560304
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 07 - Flushing/Whitestone,0.321029450782701
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 08 - Hillcrest/Fresh Meadows,0.28065039503386
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 09 - Kew Gardens/Woodhaven,0.9084540851955307
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 10 - South Ozone Park/Howard Beach,0.39389605414378753
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 11 - Bayside/Little Neck,0.20545073375262055
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 12 - Jamaica/Hollis,0.4074489863303176
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 13 - Queens Village,0.09118276032242145
prox_subway_pct,Residential units within 1/2 mile of a subway station,QN 14 - Rockaway/Broad Channel,0.677553315741662
prox_subway_pct,Residential units within 1/2 mile of a subway station,SI 01 - St. George/Stapleton,0.1268029774222442
prox_subway_pct,Residential units within 1/2 mile of a subway station,SI 02 - South Beach/Willowbrook,0.24320475260416666
prox_subway_pct,Residential units within 1/2 mile of a subway station,SI 03 - Tottenville/Great Kills,0.28378021833053
